Strategy,Overall Profit (Rs),CAGR (%),Max Drawdown (%),Win Rate (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Total Trades,Profit Factor,Expectancy (%),Avg Win (%),Avg Loss (%),Turnover,Bullish Win Rate,Bullish Trades,Bearish Win Rate,Bearish Trades,Sideways Win Rate,Sideways Trades
Fibonacci_Sniper,849796.13,17.52,-26.59,48.06,1.086,1.579,0.659,643,1.357,0.853,6.75,-4.6,3.84,48.72,390,42.11,19,47.44,234
